imdb_title_id,title,year,certificate,genre,runtime,description,IMDb_rating,MetaScore,ratingCount,directors,stars
tt3170832,Room,2015,R,"Drama, Thriller",118 min,"Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",8.1,86        ,382761,Lenny Abrahamson,"Brie Larson,Jacob Tremblay,Sean Bridgers,Wendy Crewson"
tt4430212,Drishyam,2015,Not Rated,"Crime, Drama, Mystery",163 min,"Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime.",8.2,,74079,Nishikant Kamat,"Ajay Devgn,Shriya Saran,Tabu,Rajat Kapoor"
tt4476736,Hamlet,2015,,Drama,217 min,"Hamlet, Prince of Denmark, finds out that his Uncle Claudius killed his father to obtain the throne, and plans his revenge.",8.5,,1996,"Lyndsey Turner,Robin Lough","Benedict Cumberbatch,Ciarán Hinds,Leo Bill,Sian Brooke"
tt4219894,Lokmanya Ek Yugpurush,2015,,History,139 min,"A biographical,historical film based on the life events of legendary freedom Leader Lokymanya Baal Gangadhar Tilak.",8.4,,493,Om Raut,"Subodh Bhave,Shweta Mahadik,Chinmay Mandlekar,Priya Bapat"
tt4459758,The Trail to Oregon!,2015,,"Comedy, Musical, Western",120 min,Join our All-American family as they journey down the The Trail to Oregon! The Trail to Oregon is an original musical produced by Starkid Productions and was performed in Chicago in the ...                See full summary »,8.2,,368,Nick Lang,"Jeff Blim,Rachael Soglin,Jaime Lyn Beatty,Lauren Lopez"
tt5475564,National Theatre Live: Jane Eyre,2015,,"Drama, Music",200 min,"After a harsh childhood, orphan Jane Eyre is hired by Edward Rochester, the brooding lord of a mysterious manor house, to care for his young daughter.",8.0,,330,"Sally Cookson,Bridget Caldwell","Benji Bower,Will Bower,Craig Edwards,Laura Elphinstone"
tt5251598,Mezhzvyozdnyie voyny. Sila probuzhdayetsya,2015,,"Action, Comedy, Horror",48 min,In a parody of Star Wars: Episode VII - The Force Awakens (2015) rouge Jehi knight Vade Dartus attacks small Russian town with little success.,8.5,,263,Sergey A.,"Sergey A.,Artyom Tromskiy,Andrey Gromov,Yarik Slyusarchuk"
tt3253940,The Gospel of Mark,2015,Not Rated,Drama,123 min,"According to THE GOSPEL OF MARK, Jesus is a heroic man of action, an exorcist, healer, and miracle worker - the Son of God who keeps his identity secret. This critically acclaimed, epic ...                See full summary »",8.0,,215,David Batty,"Selva Rasalingam,Karima Gouit,Ramdane Aala,Ettuhfi Abdellatif"
tt6203902,National Theatre Live: A View from the Bridge,2015,,Drama,115 min,"In Brooklyn, longshoreman Eddie Carbone welcomes his Sicilian cousins to the land of freedom. But when one of them falls for his beautiful niece, they discover that freedom comes at a price.",8.6,,166,"Ivo van Hove,Nick Wickham","Emun Elliott,Phoebe Fox,Michael Gould,Richard Hansell"
tt3607252,Sink,2015,,Drama,115 min,"Rachel, a Mozambican domestic worker living in Johannesburg, is forced to make a life-changing decision after her daughter tragically dies whilst under the care of her employers; return to ...                See full summary »",8.3,,152,Brett Michael Innes,"Anel Alexander,Shoki Mokgapa,Jacques Bessenger,Amalia Uys"
tt5094390,National Theatre Live: Man and Superman,2015,,"Comedy, Drama",220 min,"Based on Nietzsche's theory of the Superman, this reinvention of Shaw's witty, provocative classic tells of Ann Whitefield's relentless pursuit of dedicated bachelor Jack Tanner.",8.3,,146,Simon Godwin,"Ralph Fiennes,Indira Varma,Corey Johnson,Elliot Barnes-Worrell"
tt4932720,Khwada,2015,UA,Drama,120 min,"""It is a story about shepherds who suffer from land acquisition by the forest department and how their dreams of a settlement get shattered by different obstacles, leading them to migrate permanently.""",8.6,,135,Bhaurao Nanasaheb Karhade,"Shashank Shende,Ramchandra Dhumal,Prashant Ingale,Indrabhan Karhe"
tt2604642,The Two Pamelas,2015,,"Crime, Drama, Mystery",91 min,A young woman awakes on a casting directors couch next to a lifeless body with no recollection of the events that transpired the evening before. This classic Film Noir tale set in modern ...                See full summary »,8.3,,133,Jeff Hathcock,"Robert Miano,Jennifer Day,Natalie Alexander,Ilia Yordanov"
tt3135282,M.L.E.,2015,,Comedy,100 min,"MLE ('My Little Eye') is based on a true story - Julie Robert, (nope, not Julia Roberts, as she corrects on a daily basis) is a broke actor who just lost her only gig. Stranded in a new ...                See full summary »",8.2,,101,Sarah Warren,"Sarah Warren,Julie Sype,Jo Price,Christopher Tajah"
tt5280954,The Importance of Being Earnest on Stage,2015,,Comedy,170 min,"In 1890's England, two friends use the pseudonym, Earnest, for their on-the-down-low activities, add in love and a strange coincidence and things get very funny.",8.4,,98,Adrian Noble,"David Suchet,Emily Barber,Michael Benz,Philip Cumbus"
tt4526656,For the Love of Ruth,2015,,Drama,80 min,Ruth Summerling has spent the majority of her life struggling to find her way and comes to some understanding of where exactly it is she belongs.,9.3,,98,Christine Swanson,"Denise Boutte,Gary Dourdan,Gary Weeks,Loretta Devine"
tt4886780,Slugterra: Eastern Caverns,2015,,Animation,90 min,"The time has come for Eli and the Shane Gang to accompany their new friend Junjie home to the strange and beautiful Eastern Caverns. But when they arrive, they are shocked to find a world ...                See full summary »",8.2,,90,"Andrew Duncan,Rich Johnson","Sam Vincent,Vincent Tong,Andrew Francis,Lee Tockar"
tt4514084,Far Too Far,2015,,"Action, Crime, Drama",117 min,An intelligent single mother makes one wrong choice and falls into the dark world of Meth abuse. The distance between her and the young daughter she loves so much grows greater until she is forced to choose: her daughter or the drug.,8.0,,89,Justin Hunt,"Brandi Wethington,Abbey Hunt,Chris Overson,Marcella Hower"
tt2450056,"Charlie, Trevor and a Girl Savannah",2015,,"Crime, Romance, Thriller",93 min,Charlie Trevor and a girl Savannah is a thought provoking action/thriller about reality verses the dream state. Trevor has been having nightmares about his girlfriend Savannah. He begins to...                See full summary »,8.2,,88,Ty Hodges,"Ty Hodges,Eric Roberts,Toby Hemingway,Emily Meade"
tt7600370,God's Name Has Changed?!,2015,,Drama,158 min,"She is Wang Hua, a house church preacher in Southern China. After she began to believe in the Lord, she found from the Bible that God was named Jehovah in the Old Testament while He was ...                See full synopsis »",9.1,,86,"Fan Li,Nuo Wang,Yihui Ye","Xinming Tang,Jingxing,Siqi Zhou,Yi Mu"
tt4411456,Mina Walking,2015,,Drama,110 min,"12 year-old Mina cooks, sews, washes and works selling knick-knacks on the war-torn streets of Kabul to feed her neglectful father and senile grandfather. Nobody praises her. She spends her life walking without looking back or stopping.",8.3,,84,Yosef Baraki,"Farzana Nawabi,Hashmatullah Fanai,Qadir Aryaie,Marina Golbahari"
tt4136108,The Barlow House,2015,,Horror,90 min,"A married couple buy their dream house, or so they thought. A powerful spirit force, foreign even to the paranormal experts that are hired, turns this dream into a nightmare in a hurry.",8.3,,82,Brian Naydol,"Sean Taylor,Tess Cinpinski,Luke Balek,Aaron Starnes"
tt3590858,Urban & the Shed Crew,2015,,Drama,112 min,"A hard living, disillusioned, ex social worker becomes the unlikely savior to an anarchic gang of joy-riding, drug taking, thieving, out of control, care home runaway kids.",8.3,,81,Candida Brady,"Fraser Kelly,Richard Armitage,Anna Friel,Charlie Heaton"
tt4823664,In Sickness (2020),2015,,"Drama, Thriller",83 min,"After you take your vows, what happens when the future is nothing like what you envisioned? As a man spirals deeper and deeper into his mental illness, his young wife is forced to question whether love really is enough.",8.0,,80,Julius B. Kelly,"Lukas Hassel,Nicole Vogt-Lowell,Sal Rendino,Vincent Ticali"
tt3520022,Sally Pacholok,2015,Not Rated,"Biography, Drama, Romance",83 min,Feisty ER nurse takes on the medical establishment when she uncovers an epidemic of misdiagnosis.,8.4,,80,Elissa Leonard,"Annet Mahendru,Andrew Ballard,Maboud Ebrahimzadeh,Richard Pilcher"
tt4624938,Runaway Island,2015,,Drama,120 min,The film revolves around troubled strangers seeking solace from the hurricane of life on a secluded island. The interwoven storylines include a pastor and his wife struggling with their ...                See full summary »,8.0,,77,Dianne Houston,"Lorraine Toussaint,Aisha Hinds,Thomas Q. Jones,Erica Tazel"
tt2828310,Intersection,2015,Not Rated,"Crime, Drama, Mystery",83 min,A guilt-ridden man who blames himself for the accidental death of his only child meets a mysterious beautiful woman in the same remote town where the fateful car crash occurred. There is a spark between them. But she carries a dark past.,8.0,,73,Tim French,"Hoyt Richards,Anabella Casanova,Johnny Williams,Bonnie Hellman"
tt4195236,I Am Me,2015,,"Drama, Family",74 min,"'I Am Me' tells the story of 24 year old Charlie, a young man with a learning disability and autism. Charlie loves gardening and books but hates shouting and graffiti. The story begins as ...                See full summary »",8.1,,72,Jenni Mason,"Daniel Cameron,Alan Orr,Angela Moore,Dani Heron"
tt3259484,Pop Meets the Void,2015,Not Rated,"Comedy, Fantasy, Music",88 min,"In a hyperreal combination of live action and animation, an unhinged musician preoccupied with self-mythologizing daydreams struggles to release his first album after 15 years of recording songs alone.",8.8,,72,William Cusick,"Michael Vaccaro,Joel Marsh Garland,Tina Balthazar,Jordan Carlos"
tt4272826,Cool Apocalypse,2015,,"Comedy, Drama, Romance",73 min,"Cool Apocalypse is a comedy/drama that intertwines the stories of two very different relationships, one of which is about to begin and the other of which has just ended.",8.0,,68,Michael Glover Smith,"Natalee Cooney,Kayla Cruz,Chelsea David,Chhandy Em"
tt3330788,Uncommitted,2015,Unrated,"Drama, Romance",112 min,"A person who doesn't believe in the marriage system gets into an inner conflict, whether to marry a woman who he is in love with or live with the woman who has a similar ideology. A series ...                See full summary »",8.8,,68,Chandu Yarram,"Ashok Chaudhary,Ingrid Vollset,Ajna Jai,Roni Mazumdar"
tt5169678,Immortal,2015,,"Comedy, Drama",90 min,"Ayaz, a lonely seventy-year-old man, detests his life. He's constantly in search of ways of ending his life. Some years back, on the way back from a family wedding party, the minibus which ...                See full summary »",8.1,,66,Hadi Mohaghegh,"Yadollah Shademani,Meysam Farhoumand,Fatemeh Bahador"
tt2675604,Open Tables,2015,,"Comedy, Drama, Romance",76 min,"Within the walls of the trendiest Chicago restaurants, behind the closed doors of private dinner parties, and on the banks of the Seine in Paris, OPEN TABLES explores true love, love lost and the importance of a good main course.",8.6,,65,Jack C. Newell,"Bill Arnett,Desmin Borges,Bethany Cofer,Stew Cofer"
tt1365458,Fortune 500 Man,2015,Not Rated,"Action, Crime, Drama",90 min,"Fortune 500 Man is a tale of one young man's dream to be the CEO of a fortune 500 company and his roller coaster journey to achieving his dream.  Small town, top collegiate, business savvy ...                See full summary »",8.3,,57,Richard Ryan,"Richard Ryan,Mark Hobson,Bryan Dodds,J.D. Estrill"
tt4055124,The Cursed Ones,2015,,"Drama, Thriller",100 min,"A disillusioned reporter and a young, reformed Pastor attempt to save the life of a child accused of witchcraft by bravely fighting back against corruption and false prophets.",8.0,,56,"Nana Obiri-Yeboah,Maximilian Claussen","Oris Erhuero,Jimmy Jean-Louis,Ama K. Abebrese,Fred Nii Amugi"
tt4028132,Traffickers,2015,,"Crime, Drama, Thriller",90 min,"After one of their own is murdered, a family of drug dealers in rural Pennsylvania will risk everything to find those responsible...even if it means losing everything in the process.",8.0,,54,Sean Roberts,"Jack Buckley,Michael Kokinda,Celeste Moratti,Alex Odle"
tt3818452,I Call First,2015,,"Comedy, Drama, History",70 min,A touching love story about a couple unable to bridge the gap between their divergent worlds.,8.0,,54,Alexander Raye Pimentel,"Hannah Richter,Cody Poirot,Sam Rinaldi,Paul Alfano"
tt3577328,A Father's Journey,2015,,Drama,87 min,A Father's Journey explores the complicated relationship between a father and his son. A tragic accident sends the father on an unplanned journey in search of faith and healing.,9.4,,51,David Fernandez Jr.,"Lou Pizarro,Mayra Leal,David Fernandez Jr.,Joey Medina"
tt2343655,Misled,2015,,"Crime, Drama",90 min,Two brothers from southwest Detroit struggle to improve their lives. Unable to afford college and faced with expulsion - and meanwhile supporting his mother - Jason turns to stripping which...                See full summary »,8.6,,50,Scott Baldyga,"Jonathan Stanley,Matt Lockwood,Natalie Avital,Sammy Sheik"
tt5368296,Eric Clapton: Live at the Royal Albert Hall,2015,,Music,116 min,"Celebrating his 70th birthday and his 200th show at the Royal Albert Hall, Eric Clapton performs his hits in this concert from 2015.",8.3,,48,Blue Leach,"Paul Carrack,Eric Clapton,Nathan East,Andy Fairweather Low"
tt4186182,Take 2: The Audition,2015,,Horror,110 min,"When 12 Actors embark on a journey through the woods on what they believe is a casting call for a multimillion dollar horror film, they soon find out that the cameras are rolling and they already got the role.",8.4,,47,Rob Hawk,"Tyler Mane,Genoveva Rossi,Mark Behar,Mark Valeriano"
tt4655628,Max Peril,2015,,"Action, Comedy",96 min,"In an effort to finish a film before turning thirty, Riley Young documents and re-creates the supposedly-true stories of a retired secret agent using local talent, a VHS camcorder, and every low-budget trick he knows.",8.5,,46,Frank Ladner,"Buddy Moody,Frank Ladner,Bobby Smith,David Howard"
tt4430270,Run on Fat: Cereal Killers 2,2015,,Sport,61 min,"World class triathlete Sami Inkinen and Dr Steve Phinney challenge the efficacy and safety of ""carb loading"" for sports performance.",8.3,,46,Yolanda Barker,"Sean Boyle,Peter Brukner,Sami Inkinen,Merdith Loring"
tt3020986,The Profesional,2015,,"Action, Crime, Drama",120 min,"In a world where being a contract killer is a legal profession, a camera crew film the reclusive and enigmatic hit-man, Eli Shepard, as he undertakes one hit.",8.2,,44,Taras Demian Groves,"Adam Dada,Adam Honey,Nadia Serantes,James Dobbs"
tt4036336,Imperfect Sky,2015,,"Drama, Thriller",115 min,"Torn apart during adolescence, estranged brothers reunite. The younger, a 16-year old on the fast track to college with his entire life ahead of him. The older, a 21-year old heroin addict and street hustler who's settled for rock bottom.",8.1,,42,Graham Streeter,"Blake Scott Lewis,Sam Lucas Smith,Deon Lucas,Paul Cram"
tt8685252,Othello,2015,,Drama,178 min,"Vengeful Iago seeks to bring down the general Othello, his Lieutenant and his wife in this RSC production of Shakespeare's tragedy.",8.2,,41,"Iqbal Khan,Robin Lough","Hugh Quarshie,Joanna Vanderham,Lucian Msamati,Ayesha Dharker"
tt4930116,Night Thoughts,2015,,"Drama, Musical",52 min,The film is the back drop to Suede's album Night Thoughts (2016)). Each track is supported by different inter-linked stories of the highs and lows of Bryns life. There is no dialogue just ...                See full summary »,8.6,,39,Roger Sargent,"Paul Dewdney,Jane Synnott,Gabriel Trimble,Alex Walton"
tt3043102,Preexisting Conditions,2015,,Comedy,92 min,"A kinda/sorta sequel to the kinda/sorta cult comedy ""Trashology"".",8.8,,38,Brian Dorton,"Brian Dorton,Douglas Conner,Gerica Horn,Ayana Moore"
tt2380390,Going Bongo,2015,,"Comedy, Drama",90 min,"A newly recruited American doctor ""mistakenly"" volunteers to work in Africa for a month.",8.4,,38,Dean Matthew Ronalds,"Ernest Napoleon,Emanuela Galliussi,Ashley Olds,Nyokabi Gethaiga"
tt5875364,Horseshoe Finale,2015,,"Comedy, Drama",106 min,"The grand finale to the Horseshoe Review saga, Drowning In Horseshoes takes center stage, Revealing all his cards and walking towards the sunset with his hands raised high. also bitching about bronies. mainly that.",8.8,,37,Jesse Wood,Jesse Wood
tt4066512,The Pyramid Texts,2015,,Drama,97 min,"If we have been remiss in our life, and hurt the people we most love, is it ever too late to redress the balance? Ray, a lonely old boxer, desperately estranged from his son, records his ...                See full summary »",8.3,,37,"Ludwig Shammasian,Paul Shammasian","James Cosmo,Ethan Cosmo"
tt5341670,The Stones of Okella,2015,,"Adventure, Comedy, Fantasy",55 min,"A story of Arthur, Lance and Gwen on a quest to save Camelot from the reign of the evil Morgana.",8.5,,36,"Taylor J. Irizarry,Ej Irizarry","Man e Kerr,Aslan Irizarry,Caitlin Mobley,Sabri Irizarry"
tt5111634,Shakespeare's Globe: Titus Andronicus,2015,,Drama,186 min,"Grotesquely violent and daringly experimental, Titus was the smash hit of Shakespeare's early career, and is written with a ghoulish energy he was never to repeat elsewhere.",8.2,,36,Lucy Bailey,"William Houston,Indira Varma,Obi Abili,Samuel Edward-Cook"
tt5252250,Deciphering Me,2015,,"Action, Drama",112 min,A member of ultra-leftist underground group is forced to hide in a village after being seriously injured in the ambush by the government forces. With life hanging by a thread and the ...                See full summary »,8.9,,35,Samten Bhutia,"Dayahang Rai,Kamal Mani Nepal,Rajan Khatiwada,Buddhi Tamang"
tt4317990,OH-Mart,2015,,Comedy,45 min,A mysterious VHS falls in the hands of a porn store owner and his crew.,8.2,,35,Jared Campbell,"Ohmar Spruell,Jake Garner,Raven Stone,John Felix"
tt3428882,Tempting Fate,2015,Not Rated,"Drama, Romance, Thriller",115 min,"Two brothers, one of deep faith and the other buried in a life of crime have their worlds torn apart when the wrong one goes to jail and the other commits an unforgivable act.",8.0,,34,Kevin Nwankwor,"Nicholas Alexander,John Alfrieri,Chase Baker,Eric Bracht"
tt3126902,Chasing Yesterday,2015,Not Rated,"Comedy, Drama, Family",91 min,"A washed up twenty something year old, who was once the hometown hero and track star, is convinced by a local sweetheart to run a marathon and get his life back on track.",8.5,,34,Joseph Pernice,"Eric Nelsen,Courtney Baxter,Josh Flitter,David A. Gregory"
tt2920818,Red Right Return,2015,,Drama,78 min,"Two estranged brothers travel to their family vacation home for a weekend alone. At pivotal junctures in their lives, they hope to recapture a once cherished bond.",9.1,,33,George Manatos,"Cris Lankenau,Leo Fitzpatrick,Dave Amoruso,Marc Cerio"
tt7790242,Royal Shakespeare Company: Love's Labour's Won,2015,Not Rated,Comedy,147 min,Autumn 1918. A group of soldiers return from the trenches. The world-weary Benedick and his friend Claudio find themselves reacquainted with Beatrice and Hero. As memories of conflict give ...                See full summary »,8.1,,32,"Christopher Luscombe,Robin Lough","David Horovitch,Thomas Wheatley,Flora Spencer-Longhurst,Michelle Terry"
tt5372138,YOLO: The Movie,2015,,Comedy,80 min,Two friends seek dating advice from a guy they meet on the Internet.,8.5,,31,Dylan McKay,"Ben Anderson,Dylan McKay,Austin Aoyama,Karina Segura"
tt3874076,The Rainbow Kid,2015,,"Adventure, Drama",93 min,"Eugene, a young man with Down Syndrome, embarks on the journey of a lifetime: he's going to find the pot of gold at the end of the rainbow and save the day.",8.0,,31,Kire Paputts,"Nicholas Campbell,Julian Richings,Tony Nappo,Jordan Johnson-Hinds"
tt2629852,Midlife,2015,Unrated,"Drama, Romance",103 min,An alcoholic salesman finds himself at the crossroads of his life.,8.4,,31,Greg Travis,"Greg Travis,Leilani Sarelle,Billy Wirth,Debra Wilson"
tt4586672,Superseven Unchained,2015,,Comedy,95 min,T.H.E.Y. has programmed Sandra West to become a T.H.E.Y. assassin. Can Superseven stop her from killing more agents and prevent her head from exploding like a poodle in a microwave?,8.7,,30,Scott Rhodes,"Jerry Kokich,Olivia Dunkley,Michelle Jubilee Gonzalez,Heather Bonomo"
tt4585000,Superseven Is Still My Name,2015,,Comedy,95 min,"An unknown assassin is killing the top agents of T.H.E.M. Superseven, Sandra West and Sparky race against time and the odds to bring the spy killing spree to an explosive end.",8.3,,30,Scott Rhodes,"Jerry Kokich,Olivia Dunkley,Kurt Carley,Crystal Coney"
tt3131354,Shooting on the Rim,2015,Unrated,Comedy,85 min,A documentary team set out to chart the production of a British pornographic film with a difference. What follows is a fly-on-the-wall view of the highs and lows of adult filmmaking. ...                See full summary »,8.3,,30,Thomas Oldham,"Joseph Stacey,Rebecca Brook,Robert O'Flaherty,David Olsen"
tt2365166,Massé,2015,Not Rated,"Action, Drama, Thriller",93 min,"Jack Pappas has worked hard to separate himself from his troublesome past. Content to hustle pool for a living, Jack tries to get by without making any waves. It appears he just about has ...                See full summary »",8.0,,30,Jay Taylor,"Johnny Alonso,Gabriel F. Bellotti,Rick Jermain,Jonathon Ruckman"
tt4008296,My Brother's Keeper,2015,,"Comedy, Crime",83 min,A dark comedy about two estranged brothers and what one of them is willing to do to keep the other from going back to jail.,8.1,,29,Michael Dollaway,"Skyler Marshall,Michael Dollaway,Sal Rendino,Octavio Gómez Berríos"
tt5115066,Royal Shakespeare Company: Love's Labour's Lost,2015,Not Rated,Comedy,155 min,"Summer 1914. In order to dedicate themselves to a life of study, the King and his friends take an oath to avoid the company of women for three years. No sooner have they made their ...                See full summary »",8.2,,28,Robin Lough,"Sam Alexander,Leah Whitaker,Edward Bennett,William Belchambers"
tt5720344,Two Kates,2015,,"Comedy, Drama",56 min,"Kate is an artist with anxiety, and now there are two of her.",8.3,,27,Zach Schultz,"Kate Knappett,Laura Anderson,Hannah Grenfell,Brian J. Saville Allard"
tt3108404,Hole in the Wall,2015,,"Comedy, Drama, Family",90 min,A struggling Mexican-American taco chef decides to turn his family's American dream into a reality by luring New York's chicest food critic to Spanish Harlem before a scheming culinary counterfeiter unlocks the secret to his secret sauce.,8.1,,27,Adam Elias Buncher,"Sergio Castillo,Jessica Renee Russell,Tim Cain,Jonathan Harris"
tt8146336,Mario Warfare: The Complete Saga,2015,,Action,77 min,"When Bowser's army attacks the Mushroom Kingdom, Princess Peach must raise a ragtag group of freedom fighters in this parody of video games and action movies.",8.5,,26,Micah Moore,Alena Koch
tt3090208,Pain,2015,Unrated,Action,98 min,"Will Donner, is released from prison after serving a 5 year sentence. He tries to rebuild his life and home but is a witness to a horrible crime. When the killer pushes him to the edge, Will has no choice but to push back.",8.0,,26,Steve Rahaman,"Daniel Girace,David Francis Calderazzo,Kim Parshley,Sid O'Connell"
tt5104798,Shakespeare's Globe Theatre: The Comedy of Errors,2015,,Comedy,140 min,"Basing his plot on a farce by Plautus, Shakespeare caps the mayhem of his Roman original to build up a hectic tale of violent cross-purposes, furious slapstick and social nightmare.",8.3,,25,Blanche McIntyre,"Simon Harrison,Matthew Needham,Brodie Ross,Jamie Wilkes"
tt2709172,Welcome to Inspiration,2015,Not Rated,"Drama, Family, Music",101 min,"Follow the true-to-life story lines of people searching for meaning in the midst of unfulfilled dreams, challenging circumstances and unexpected struggles.",8.1,,25,"Erick Henson,Ryan Ramos","Jackie Stewart,Britt George,Whitney Goin,Dillon"
tt2076876,La Migra,2015,,Drama,111 min,Love is tested within criminal violence. A childhood crush defines these two from a border town. Romance blossoms as they stand on opposite sides of the law. They strive to untangle the web that threatens their romance and lives.,8.3,,25,Mark Maine,"Michael Copon,Antoinette Kalaj,John Patrick Jordan,Marco Rodríguez"
tt4881536,Dmus,2015,,"Drama, Musical",45 min,"DMUS is about a group of artists from different backgrounds who gather in a theatre to rehearse for a casting. Through a dreamlike atmosphere, they show their hopes, dreams and fears.",8.3,,24,Sadie Duarte,"Dave Aidan,Lara Baladrón,Alexa Blanks,Elia Cantu"
tt3829278,The Wrath,2015,,"Crime, Mystery, Thriller",95 min,"Set during the Joseon Era, the story follows two Joseon women against each other when a tragedy befalls a family of three sons who all die on their wedding day.",8.2,,24,"Tommy Bull,Alex Merkin","Eric Roberts,Patrick Kilpatrick,Chris Moss,Majed El Masry"
tt4329274,Beatbox,2015,TV-14,"Drama, Music",76 min,"A talented musician, about to trade his dreams for a safe career in his girlfriend's family business, finds his voice, but loses the girl, when a mysterious record label owner introduced him to a group of Brooklyn beatboxers.",8.6,,23,Andrew Dresher,"Akim Funk Buddah,McCaleb Burnett,Curtiss Cook Jr.,Kevin Coubal"
tt2051852,DJ Stan Da Man,2015,,Comedy,95 min,"DJ Stan DA Man is a washed up, once was rock star DJ. In his day he was playing all the big clubs living the life of a superstar now he's gotten older and the competition is younger and ...                See full summary »",8.2,,23,Mathew Fisher,"Chace Carson,Frankie Imbergamo,Peter Morse,Alexander Hauck"
tt3861188,FSM,2015,PG-13,"Comedy, Drama",90 min,Vinyl is dead and so is Samantha's love life.,8.0,,22,Melanie M. Jones,"Vanessa Crouch,Sean Aiken,Georgie Daburas,Jessica Heafey"
tt4809056,Monged,2015,,"Comedy, Crime, Drama",82 min,"Dave is a wannabe drug dealer stuck with a batch of experimental new pills, Ray is a failing club DJ getting by on a daytime radio slot, and socially awkward office worker Bernard just ...                See full summary »",8.0,,21,"Rory Mullen,David Prendeville,Brian Quinn","Graham Earley,John Connors,Rex Ryan,Aoibhin Garrihy"
tt2130147,Border Protection Squad,2015,,Comedy,76 min,The world of Border Protection Squad - the department whose duty is to protect Australia from illegal immigrants and drug traffickers - and is also the basis of a reality TV show.,8.0,,21,Ed Kavalee,"Ryan Shelton,Peter Helliar,Luke McGregor,Christian Clark"
tt2106586,One Night in Powder,2015,,Comedy,100 min,"Can a little known British rocker create the ultimate scene by staging the most hip, trendy and ultimately ridiculous night London has ever witnessed? Meet Kevin Powder. He is a simple man,...                See full summary »",8.0,,21,"Jason Attar,Danny Wimborne","Allright,Jason Attar,Gary Dolphin,Charlotte Fountaine"
tt5207378,Legend Within,2015,,Adventure,94 min,Add a Plot,8.7,,20,"Neeraj Mehhta,Zama Msibi,David J.V. Schöbl,Julie Whitis","Deborah Lonon,Gisely Ayub,Radek Petras,Stefan Cardoza"
tt5028144,Monsterz,2015,,Music,60 min,"When a jilted teenager dies suddenly, it's up to the mad scientist and wannabe Frankenstein to bring her back to life.",8.8,,20,Shawn Welling,"Dytto,Shawn Welling,Miriam Esther Goldman,David P. Butler"
tt3456012,Syrenia,2015,,"Drama, Family, Fantasy",77 min,"A young filmmaker uses his home movie camera to escape the harsh realities of life, following the untimely death of his parents.",8.0,,20,Fraser Grut,"Tom Grut,John Callen,Charlie Fry,Emily McKenzie"
tt1894622,The Southside,2015,Not Rated,Drama,100 min,"19-year-old Robert Areizaga Jr. was murdered in White Plains, New York at a party in the Fall of 2010 by a vicious gang. Based on the true story.",8.6,,20,Gregori J. Martin,"Kristos Andrews,Douglas Santiago,Felix Delgado,Anthony Aquilino"
tt5095180,Adhir Bhat and Bobby Nagra's Some Times,2015,,"Comedy, Drama",82 min,"Paramjit Singh Duggal aka Pammi has problems bigger than his pet names. With competing expectations from his family, boss and girlfriend and an affinity for a weed and whiskey fueled night life, Pammi is left with very little time.",8.2,,19,Akarsh Khurana,"Adhir Bhat,Hussain Dalal,Patrick Graham,Adhaar Khurana"
tt3475798,Pop-Up,2015,TV-MA,"Comedy, Drama",90 min,"""Pop-Up"" is a feature film about three people affected by one event. Their stories are told separately, but they interconnect in unexpected ways.",8.1,,19,Stuart McBratney,"Greg Powell,Clara Voda,Eugene Gilfedder,Ellacoco Hammer-McIver"
tt2692134,Mikael,2015,,Drama,79 min,"Far past his prime at age 33, and left with one option, Mikael travels to Kurdistan Iraq, his ancestral home, to redeem his prodigious potential and heal his soul.",8.2,,19,Kordo Doski,Randall Park
tt5176560,American Express Unstaged: Ellie Goulding,2015,,Music,121 min,A concert film featuring Ellie Goulding in New York City.,8.3,,18,"Alex Coletti,Scarlett Johansson",Ellie Goulding
tt5037294,Generic Fate,2015,,Drama,93 min,"Is our fate set? Can it be changed by the paths we choose? This suspense filled drama takes you on a journey of a normal adolescent boy and his family with an ending that will make you wonder, whose life is yours?",8.7,,18,Kenneth Ryan,"Parker Heishman,Thomas Fredeen,Mazin Abielmona,Andrew Campbell"
tt4982414,Indian Ben,2015,,Comedy,45 min,Indian Ben is an exploitation comedy that tips it's hat to classic Bollywood cinema and Indian culture. The film is made as a badly dubbed Indian movie that follows an orphan adult male ...                See full summary »,8.0,,18,Ben Hoene,"Ben Hoene,Lily Newton,Terek Nabulsi,S. Janjay Knowlden"
tt4833072,My Mother's Replacement,2015,,Drama,47 min,"In this coming of age film, a twelve year old girl searches for her mother's replacement after her mother commits suicide.",8.8,,18,Daniel Beard,"Morgan Danielle McKervey,Jason Bowser,Stephanie Bosma,Bruce Royer"
tt4084282,Grown Men on Tricycles,2015,,Comedy,110 min,This is the story of six professional tricyclists as they prepare for the biggest race of their lives.,9.1,,18,Doug Sharp,"Erik Hurt,Andy Jones,Leo Kempf,Naem Madi"
tt4027654,Waterless,2015,,Drama,45 min,A young man becomes afflicted with a disease so rare that there is no record of it anywhere in world history. He is allergic to water. When a special secret research division of the U.S. ...                See full summary »,8.5,,18,Marc I. Daniels,"Drew Bolander,Terrence Montgomery,Kerri Dillon,Courtney Case"
